lead_id,created_at,channel,agency_size,lead_score,setter_id,closer_id
L-12600,2025-03-09 00:00:00,TikTok,16+ agents,4,Setter B,Closer C
L-12601,2025-05-09 00:00:00,TikTok,2-5 agents,1,Setter A,Closer C
L-12602,2025-06-24 00:00:00,Meta,Solo,3,Setter A,Closer D
L-12603,2025-02-28 00:00:00,Meta,2-5 agents,3,Setter C,Closer C
L-12604,2025-02-18 00:00:00,Meta,16+ agents,4,Setter C,Closer A
L-12605,2025-06-25 00:00:00,Meta,Solo,4,Setter C,Closer D
L-12606,2025-05-29 00:00:00,LinkedIn,6-15 agents,7,Setter B,Closer C
L-12607,2025-02-10 00:00:00,TikTok,6-15 agents,5,Setter B,Closer A
L-12608,2025-02-04 00:00:00,Meta,2-5 agents,6,Setter B,Closer C
L-12609,2025-05-29 00:00:00,Google Search,6-15 agents,6,Setter B,Closer D
L-12610,2025-03-27 00:00:00,TikTok,6-15 agents,3,Setter B,Closer A
L-12611,2025-02-11 00:00:00,Cold Outreach,6-15 agents,3,Setter C,Closer A
L-12612,2025-03-01 00:00:00,Referral,16+ agents,9,Setter A,Closer C
L-12613,2025-04-07 00:00:00,LinkedIn,Solo,8,Setter B,Closer B
L-12614,2025-06-28 00:00:00,Meta,Solo,3,Setter A,Closer C
L-12615,2025-04-05 00:00:00,TikTok,16+ agents,2,Setter B,Closer D
L-12616,2025-05-27 00:00:00,Referral,2-5 agents,8,Setter A,Closer C
L-12617,2025-04-27 00:00:00,Google Search,6-15 agents,5,Setter A,Closer B
L-12618,2025-06-18 00:00:00,TikTok,Solo,1,Setter A,Closer A
L-12619,2025-05-24 00:00:00,Meta,2-5 agents,7,Setter B,Closer C
L-12620,2025-05-15 00:00:00,Meta,Solo,4,Setter C,Closer A
L-12621,2025-02-28 00:00:00,Google Search,Solo,3,Setter B,Closer A
L-12622,2025-04-22 00:00:00,TikTok,2-5 agents,2,Setter A,Closer D
L-12623,2025-05-30 00:00:00,Cold Outreach,6-15 agents,5,Setter B,Closer D
L-12624,2025-05-28 00:00:00,LinkedIn,2-5 agents,7,Setter A,Closer C
L-12625,2025-04-03 00:00:00,LinkedIn,Solo,8,Setter C,Closer B
L-12626,2025-05-17 00:00:00,Google Search,Solo,7,Setter B,Closer C
L-12627,2025-06-01 00:00:00,LinkedIn,6-15 agents,10,Setter B,Closer B
L-12628,2025-06-27 00:00:00,Google Search,Solo,8,Setter B,Closer B
L-12629,2025-03-30 00:00:00,Meta,Solo,6,Setter B,Closer C
L-12630,2025-05-29 00:00:00,Meta,2-5 agents,5,Setter C,Closer D
L-12631,2025-06-29 00:00:00,Google Search,Solo,8,Setter C,Closer D
L-12632,2025-03-05 00:00:00,TikTok,2-5 agents,4,Setter A,Closer C
L-12633,2025-04-17 00:00:00,Google Search,16+ agents,8,Setter C,Closer A
L-12634,2025-04-19 00:00:00,Cold Outreach,16+ agents,5,Setter C,Closer A
L-12635,2025-06-27 00:00:00,Meta,6-15 agents,8,Setter C,Closer B
L-12636,2025-06-16 00:00:00,TikTok,16+ agents,3,Setter C,Closer C
L-12637,2025-03-02 00:00:00,Meta,16+ agents,5,Setter B,Closer C
L-12638,2025-04-04 00:00:00,TikTok,2-5 agents,4,Setter A,Closer C
L-12639,2025-03-11 00:00:00,Meta,6-15 agents,5,Setter B,Closer A
L-12640,2025-06-18 00:00:00,Cold Outreach,6-15 agents,4,Setter A,Closer D
L-12641,2025-06-27 00:00:00,Google Search,2-5 agents,4,Setter C,Closer B
L-12642,2025-05-29 00:00:00,Meta,6-15 agents,4,Setter C,Closer B
L-12643,2025-06-19 00:00:00,TikTok,2-5 agents,5,Setter A,Closer B
L-12644,2025-06-23 00:00:00,Meta,Solo,8,Setter B,Closer C
L-12645,2025-05-12 00:00:00,TikTok,6-15 agents,4,Setter A,Closer B
L-12646,2025-05-16 00:00:00,Meta,Solo,8,Setter C,Closer C
L-12647,2025-05-22 00:00:00,LinkedIn,6-15 agents,10,Setter B,Closer A
L-12648,2025-06-17 00:00:00,Google Search,2-5 agents,8,Setter A,Closer B
L-12649,2025-02-08 00:00:00,Meta,6-15 agents,4,Setter A,Closer D
L-12650,2025-03-10 00:00:00,Google Search,6-15 agents,8,Setter B,Closer C
L-12651,2025-05-21 00:00:00,TikTok,Solo,3,Setter A,Closer C
L-12652,2025-05-22 00:00:00,LinkedIn,2-5 agents,10,Setter B,Closer D
L-12653,2025-05-01 00:00:00,Google Search,16+ agents,4,Setter C,Closer D
L-12654,2025-02-03 00:00:00,Cold Outreach,2-5 agents,6,Setter A,Closer B
L-12655,2025-01-24 00:00:00,TikTok,6-15 agents,5,Setter A,Closer B
L-12656,2025-06-08 00:00:00,Meta,16+ agents,6,Setter B,Closer C
L-12657,2025-03-21 00:00:00,Google Search,16+ agents,6,Setter B,Closer B
L-12658,2025-03-19 00:00:00,TikTok,6-15 agents,4,Setter B,Closer D
L-12659,2025-05-24 00:00:00,LinkedIn,16+ agents,7,Setter B,Closer D
L-12660,2025-06-04 00:00:00,LinkedIn,16+ agents,8,Setter A,Closer B
L-12661,2025-05-21 00:00:00,TikTok,16+ agents,1,Setter C,Closer D
L-12662,2025-02-26 00:00:00,Google Search,2-5 agents,8,Setter C,Closer C
L-12663,2025-05-08 00:00:00,TikTok,Solo,5,Setter A,Closer D
L-12664,2025-05-19 00:00:00,TikTok,6-15 agents,5,Setter C,Closer B
L-12665,2025-02-22 00:00:00,LinkedIn,2-5 agents,10,Setter B,Closer D
L-12666,2025-06-28 00:00:00,Cold Outreach,Solo,8,Setter B,Closer B
L-12667,2025-06-10 00:00:00,Meta,6-15 agents,4,Setter C,Closer A
L-12668,2025-04-04 00:00:00,Meta,6-15 agents,3,Setter C,Closer C
L-12669,2025-04-14 00:00:00,Meta,Solo,6,Setter A,Closer B
L-12670,2025-05-31 00:00:00,Google Search,6-15 agents,8,Setter C,Closer C
L-12671,2025-06-14 00:00:00,TikTok,Solo,4,Setter C,Closer D
L-12672,2025-04-12 00:00:00,Cold Outreach,16+ agents,4,Setter B,Closer A
L-12673,2025-04-27 00:00:00,Meta,Solo,6,Setter B,Closer C
L-12674,2025-02-19 00:00:00,Meta,2-5 agents,8,Setter A,Closer D
L-12675,2025-05-01 00:00:00,Meta,2-5 agents,4,Setter B,Closer C
L-12676,2025-06-18 00:00:00,Google Search,16+ agents,7,Setter B,Closer B
L-12677,2025-06-13 00:00:00,Google Search,16+ agents,7,Setter C,Closer B
L-12678,2025-04-29 00:00:00,Meta,2-5 agents,7,Setter A,Closer C
L-12679,2025-04-22 00:00:00,Meta,6-15 agents,7,Setter A,Closer B
L-12680,2025-05-20 00:00:00,Google Search,2-5 agents,5,Setter B,Closer D
L-12681,2025-05-31 00:00:00,Meta,Solo,8,Setter C,Closer A
L-12682,2025-03-11 00:00:00,Google Search,2-5 agents,3,Setter C,Closer A
L-12683,2025-04-12 00:00:00,Meta,16+ agents,7,Setter C,Closer A
L-12684,2025-04-13 00:00:00,Referral,2-5 agents,9,Setter C,Closer A
L-12685,2025-03-22 00:00:00,TikTok,Solo,3,Setter A,Closer C
L-12686,2025-04-12 00:00:00,Meta,16+ agents,5,Setter C,Closer C
L-12687,2025-06-07 00:00:00,Google Search,2-5 agents,7,Setter B,Closer B
L-12688,2025-03-21 00:00:00,Meta,16+ agents,4,Setter B,Closer D
L-12689,2025-05-24 00:00:00,Google Search,6-15 agents,8,Setter B,Closer B
L-12690,2025-05-15 00:00:00,LinkedIn,Solo,8,Setter C,Closer A
L-12691,2025-05-22 00:00:00,Meta,Solo,8,Setter B,Closer B
L-12692,2025-03-05 00:00:00,LinkedIn,16+ agents,9,Setter A,Closer B
L-12693,2025-05-28 00:00:00,Google Search,6-15 agents,6,Setter C,Closer B
L-12694,2025-04-11 00:00:00,TikTok,2-5 agents,1,Setter B,Closer A
L-12695,2025-05-24 00:00:00,TikTok,2-5 agents,2,Setter A,Closer C
L-12696,2025-03-28 00:00:00,Google Search,6-15 agents,4,Setter A,Closer D
L-12697,2025-04-17 00:00:00,Meta,6-15 agents,6,Setter B,Closer C
L-12698,2025-06-23 00:00:00,Meta,Solo,7,Setter B,Closer D
L-12699,2025-06-16 00:00:00,Meta,Solo,4,Setter B,Closer C
L-12700,2025-03-29 00:00:00,Google Search,2-5 agents,4,Setter C,Closer B
L-12701,2025-06-26 00:00:00,Cold Outreach,Solo,5,Setter C,Closer D
L-12702,2025-06-03 00:00:00,Google Search,16+ agents,8,Setter A,Closer D
L-12703,2025-05-18 00:00:00,Google Search,6-15 agents,5,Setter A,Closer B
L-12704,2025-06-05 00:00:00,Meta,Solo,3,Setter B,Closer D
L-12705,2025-05-01 00:00:00,Meta,16+ agents,3,Setter C,Closer B
L-12706,2025-06-26 00:00:00,Meta,6-15 agents,6,Setter B,Closer A
L-12707,2025-03-24 00:00:00,Meta,6-15 agents,5,Setter A,Closer A
L-12708,2025-02-08 00:00:00,Google Search,Solo,5,Setter B,Closer A
L-12709,2025-04-23 00:00:00,Meta,6-15 agents,3,Setter C,Closer C
L-12710,2025-05-14 00:00:00,TikTok,2-5 agents,2,Setter B,Closer D
L-12711,2025-06-20 00:00:00,LinkedIn,6-15 agents,7,Setter B,Closer B
L-12712,2025-04-07 00:00:00,TikTok,2-5 agents,4,Setter B,Closer C
L-12713,2025-05-03 00:00:00,Meta,Solo,7,Setter C,Closer C
L-12714,2025-01-21 00:00:00,Meta,16+ agents,4,Setter A,Closer C
L-12715,2025-04-07 00:00:00,Meta,6-15 agents,4,Setter A,Closer C
L-12716,2025-06-18 00:00:00,Meta,6-15 agents,5,Setter A,Closer C
L-12717,2025-05-28 00:00:00,Google Search,6-15 agents,6,Setter C,Closer D
L-12718,2025-05-22 00:00:00,Meta,2-5 agents,3,Setter B,Closer C
L-12719,2025-04-08 00:00:00,Referral,2-5 agents,9,Setter C,Closer C
L-12720,2025-05-30 00:00:00,TikTok,Solo,5,Setter C,Closer C
L-12721,2025-04-04 00:00:00,Meta,6-15 agents,8,Setter C,Closer B
L-12722,2025-04-18 00:00:00,Cold Outreach,16+ agents,5,Setter C,Closer C
L-12723,2025-05-13 00:00:00,Referral,16+ agents,8,Setter B,Closer C
L-12724,2025-06-01 00:00:00,Google Search,Solo,3,Setter A,Closer D
L-12725,2025-03-16 00:00:00,TikTok,6-15 agents,2,Setter A,Closer A
L-12726,2025-04-25 00:00:00,Google Search,2-5 agents,3,Setter A,Closer B
L-12727,2025-03-05 00:00:00,Meta,Solo,7,Setter A,Closer D
L-12728,2025-05-31 00:00:00,LinkedIn,6-15 agents,10,Setter A,Closer B
L-12729,2025-05-05 00:00:00,Cold Outreach,6-15 agents,7,Setter C,Closer C
L-12730,2025-05-10 00:00:00,LinkedIn,Solo,8,Setter B,Closer A
L-12731,2025-04-12 00:00:00,Meta,Solo,7,Setter C,Closer B
L-12732,2025-06-25 00:00:00,Meta,6-15 agents,4,Setter B,Closer C
L-12733,2025-05-12 00:00:00,Google Search,6-15 agents,4,Setter C,Closer B
L-12734,2025-04-01 00:00:00,Meta,2-5 agents,4,Setter B,Closer B
L-12735,2025-03-02 00:00:00,Google Search,Solo,4,Setter B,Closer D
L-12736,2025-01-31 00:00:00,Meta,16+ agents,6,Setter C,Closer B
L-12737,2025-05-12 00:00:00,TikTok,6-15 agents,1,Setter A,Closer B
L-12738,2025-05-20 00:00:00,Meta,6-15 agents,6,Setter B,Closer D
L-12739,2025-06-14 00:00:00,Google Search,2-5 agents,3,Setter B,Closer D
L-12740,2025-04-07 00:00:00,Cold Outreach,6-15 agents,4,Setter A,Closer B
L-12741,2025-04-23 00:00:00,Google Search,6-15 agents,7,Setter A,Closer A
L-12742,2025-06-04 00:00:00,Cold Outreach,Solo,7,Setter C,Closer D
L-12743,2025-05-09 00:00:00,TikTok,2-5 agents,4,Setter C,Closer A
L-12744,2025-05-03 00:00:00,Meta,16+ agents,8,Setter C,Closer B
L-12745,2025-06-17 00:00:00,TikTok,Solo,5,Setter A,Closer C
L-12746,2025-06-16 00:00:00,LinkedIn,2-5 agents,10,Setter A,Closer C
L-12747,2025-03-26 00:00:00,Google Search,2-5 agents,8,Setter B,Closer C
L-12748,2025-06-26 00:00:00,Meta,Solo,3,Setter A,Closer A
L-12749,2025-01-25 00:00:00,Meta,16+ agents,3,Setter B,Closer A
L-12750,2025-05-13 00:00:00,Google Search,2-5 agents,7,Setter A,Closer B
L-12751,2025-04-19 00:00:00,LinkedIn,16+ agents,7,Setter A,Closer B
L-12752,2025-05-15 00:00:00,TikTok,2-5 agents,3,Setter B,Closer D
L-12753,2025-03-14 00:00:00,LinkedIn,2-5 agents,8,Setter B,Closer D
L-12754,2025-03-22 00:00:00,Meta,Solo,3,Setter B,Closer C
L-12755,2025-05-05 00:00:00,Meta,2-5 agents,6,Setter A,Closer C
L-12756,2025-04-24 00:00:00,Cold Outreach,Solo,5,Setter A,Closer B
L-12757,2025-05-12 00:00:00,Meta,2-5 agents,7,Setter C,Closer B
L-12758,2025-03-07 00:00:00,Google Search,16+ agents,3,Setter B,Closer B
L-12759,2025-06-26 00:00:00,Google Search,6-15 agents,7,Setter B,Closer A
L-12760,2025-05-29 00:00:00,Meta,2-5 agents,6,Setter B,Closer D
L-12761,2025-06-21 00:00:00,LinkedIn,16+ agents,9,Setter B,Closer D
L-12762,2025-02-02 00:00:00,TikTok,6-15 agents,5,Setter B,Closer C
L-12763,2025-05-28 00:00:00,LinkedIn,16+ agents,8,Setter A,Closer D
L-12764,2025-02-28 00:00:00,TikTok,2-5 agents,5,Setter A,Closer B
L-12765,2025-05-03 00:00:00,Referral,Solo,8,Setter B,Closer D
L-12766,2025-06-22 00:00:00,Google Search,Solo,3,Setter B,Closer A
L-12767,2025-02-17 00:00:00,Meta,16+ agents,8,Setter B,Closer D
L-12768,2025-03-31 00:00:00,Meta,2-5 agents,3,Setter A,Closer B
L-12769,2025-03-17 00:00:00,Meta,6-15 agents,6,Setter A,Closer D
L-12770,2025-04-20 00:00:00,Meta,6-15 agents,4,Setter A,Closer A
L-12771,2025-06-11 00:00:00,LinkedIn,Solo,8,Setter A,Closer B
L-12772,2025-04-28 00:00:00,Google Search,16+ agents,3,Setter A,Closer C
L-12773,2025-02-23 00:00:00,Google Search,2-5 agents,7,Setter A,Closer A
L-12774,2025-04-22 00:00:00,Meta,16+ agents,7,Setter C,Closer A
L-12775,2025-05-25 00:00:00,Meta,2-5 agents,8,Setter B,Closer D
L-12776,2025-05-25 00:00:00,Google Search,16+ agents,8,Setter B,Closer C
L-12777,2025-05-03 00:00:00,Referral,2-5 agents,10,Setter A,Closer B
L-12778,2025-01-23 00:00:00,TikTok,2-5 agents,3,Setter C,Closer D
L-12779,2025-03-16 00:00:00,Google Search,6-15 agents,8,Setter C,Closer C
L-12780,2025-06-25 00:00:00,Meta,16+ agents,4,Setter A,Closer B
L-12781,2025-06-06 00:00:00,Google Search,6-15 agents,8,Setter B,Closer A
L-12782,2025-06-04 00:00:00,Meta,16+ agents,7,Setter C,Closer C
L-12783,2025-04-07 00:00:00,LinkedIn,16+ agents,8,Setter A,Closer D
L-12784,2025-06-28 00:00:00,Meta,2-5 agents,6,Setter A,Closer D
L-12785,2025-05-23 00:00:00,Meta,6-15 agents,7,Setter B,Closer B
L-12786,2025-05-15 00:00:00,TikTok,16+ agents,5,Setter C,Closer B
L-12787,2025-01-14 00:00:00,Google Search,6-15 agents,5,Setter C,Closer A
L-12788,2025-01-26 00:00:00,Cold Outreach,16+ agents,7,Setter B,Closer B
L-12789,2025-04-10 00:00:00,LinkedIn,2-5 agents,7,Setter B,Closer C
L-12790,2025-05-22 00:00:00,Meta,6-15 agents,3,Setter A,Closer D
L-12791,2025-04-01 00:00:00,Google Search,16+ agents,4,Setter A,Closer C
L-12792,2025-03-23 00:00:00,Meta,Solo,4,Setter B,Closer B
L-12793,2025-06-08 00:00:00,Google Search,Solo,3,Setter B,Closer A
L-12794,2025-05-19 00:00:00,Cold Outreach,2-5 agents,3,Setter B,Closer C
L-12795,2025-06-10 00:00:00,Meta,16+ agents,3,Setter B,Closer B
L-12796,2025-05-20 00:00:00,LinkedIn,16+ agents,8,Setter C,Closer D
L-12797,2025-04-29 00:00:00,Cold Outreach,16+ agents,3,Setter B,Closer D
L-12798,2025-06-27 00:00:00,Meta,6-15 agents,6,Setter B,Closer B
L-12799,2025-06-23 00:00:00,Google Search,2-5 agents,4,Setter A,Closer D
L-12800,2025-02-14 00:00:00,TikTok,2-5 agents,3,Setter A,Closer D
L-12801,2025-06-29 00:00:00,LinkedIn,2-5 agents,8,Setter C,Closer D
L-12802,2025-06-17 00:00:00,TikTok,16+ agents,1,Setter B,Closer B
L-12803,2025-04-23 00:00:00,Cold Outreach,6-15 agents,6,Setter A,Closer C
L-12804,2025-06-19 00:00:00,Meta,Solo,7,Setter B,Closer D
L-12805,2025-01-18 00:00:00,Cold Outreach,Solo,5,Setter C,Closer B
L-12806,2025-03-09 00:00:00,Google Search,Solo,7,Setter A,Closer D
L-12807,2025-05-24 00:00:00,Meta,Solo,5,Setter C,Closer C
L-12808,2025-05-07 00:00:00,Meta,6-15 agents,8,Setter B,Closer C
L-12809,2025-02-20 00:00:00,Google Search,2-5 agents,4,Setter A,Closer B
L-12810,2025-06-28 00:00:00,Meta,2-5 agents,5,Setter A,Closer B
L-12811,2025-04-21 00:00:00,Cold Outreach,6-15 agents,8,Setter B,Closer D
L-12812,2025-05-22 00:00:00,TikTok,16+ agents,2,Setter C,Closer A
L-12813,2025-05-15 00:00:00,Cold Outreach,6-15 agents,7,Setter A,Closer B
L-12814,2025-04-27 00:00:00,TikTok,2-5 agents,3,Setter C,Closer B
L-12815,2025-05-26 00:00:00,TikTok,Solo,3,Setter C,Closer A
L-12816,2025-06-03 00:00:00,Meta,6-15 agents,5,Setter C,Closer C
L-12817,2025-06-14 00:00:00,Google Search,16+ agents,4,Setter B,Closer D
L-12818,2025-04-17 00:00:00,Google Search,2-5 agents,5,Setter A,Closer A
L-12819,2025-06-01 00:00:00,Meta,16+ agents,3,Setter A,Closer C
L-12820,2025-04-04 00:00:00,Meta,16+ agents,3,Setter A,Closer B
L-12821,2025-06-25 00:00:00,Meta,16+ agents,4,Setter B,Closer B
L-12822,2025-04-24 00:00:00,Google Search,Solo,5,Setter B,Closer B
L-12823,2025-05-26 00:00:00,Google Search,2-5 agents,4,Setter A,Closer A
L-12824,2025-03-17 00:00:00,Meta,6-15 agents,3,Setter C,Closer B
L-12825,2025-06-29 00:00:00,Meta,2-5 agents,7,Setter B,Closer A
L-12826,2025-06-07 00:00:00,Meta,6-15 agents,6,Setter A,Closer D
L-12827,2025-05-24 00:00:00,Meta,6-15 agents,8,Setter A,Closer B
L-12828,2025-03-21 00:00:00,Google Search,6-15 agents,6,Setter C,Closer D
L-12829,2025-05-09 00:00:00,LinkedIn,2-5 agents,10,Setter C,Closer C
L-12830,2025-05-25 00:00:00,Meta,Solo,7,Setter C,Closer D
L-12831,2025-05-28 00:00:00,Meta,Solo,5,Setter C,Closer C
L-12832,2025-06-09 00:00:00,LinkedIn,16+ agents,7,Setter C,Closer B
L-12833,2025-05-23 00:00:00,Google Search,16+ agents,8,Setter C,Closer B
L-12834,2025-05-22 00:00:00,Referral,16+ agents,10,Setter A,Closer C
L-12835,2025-04-07 00:00:00,Google Search,6-15 agents,3,Setter A,Closer A
L-12836,2025-04-18 00:00:00,Meta,6-15 agents,6,Setter A,Closer A
L-12837,2025-04-04 00:00:00,Google Search,Solo,3,Setter B,Closer B
L-12838,2025-06-25 00:00:00,Google Search,6-15 agents,5,Setter C,Closer A
L-12839,2025-04-02 00:00:00,Cold Outreach,Solo,5,Setter B,Closer D
L-12840,2025-02-14 00:00:00,LinkedIn,2-5 agents,7,Setter C,Closer A
L-12841,2025-04-22 00:00:00,Meta,6-15 agents,6,Setter B,Closer B
L-12842,2025-03-11 00:00:00,LinkedIn,2-5 agents,9,Setter C,Closer D
L-12843,2025-06-08 00:00:00,Meta,16+ agents,4,Setter A,Closer B
L-12844,2025-04-10 00:00:00,Google Search,2-5 agents,4,Setter B,Closer C
L-12845,2025-03-07 00:00:00,Meta,16+ agents,8,Setter C,Closer A
L-12846,2025-06-01 00:00:00,LinkedIn,16+ agents,8,Setter C,Closer A
L-12847,2025-05-14 00:00:00,Meta,2-5 agents,7,Setter A,Closer B
L-12848,2025-03-15 00:00:00,TikTok,Solo,5,Setter A,Closer A
L-12849,2025-06-14 00:00:00,Google Search,2-5 agents,3,Setter A,Closer A
L-12850,2025-02-10 00:00:00,Meta,16+ agents,5,Setter C,Closer B
L-12851,2025-04-28 00:00:00,Cold Outreach,16+ agents,5,Setter B,Closer A
L-12852,2025-05-28 00:00:00,Meta,6-15 agents,8,Setter A,Closer D
L-12853,2025-06-06 00:00:00,Meta,16+ agents,5,Setter B,Closer D
L-12854,2025-03-04 00:00:00,Google Search,6-15 agents,6,Setter B,Closer A
L-12855,2025-04-18 00:00:00,Meta,Solo,4,Setter A,Closer B
L-12856,2025-01-08 00:00:00,Google Search,6-15 agents,8,Setter A,Closer C
L-12857,2025-03-18 00:00:00,Google Search,16+ agents,5,Setter B,Closer C
L-12858,2025-04-19 00:00:00,Google Search,2-5 agents,3,Setter C,Closer C
L-12859,2025-03-12 00:00:00,Meta,6-15 agents,3,Setter C,Closer C
L-12860,2025-06-24 00:00:00,TikTok,2-5 agents,4,Setter B,Closer D
L-12861,2025-06-08 00:00:00,Meta,16+ agents,6,Setter C,Closer A
L-12862,2025-04-02 00:00:00,Cold Outreach,2-5 agents,4,Setter A,Closer D
L-12863,2025-06-16 00:00:00,Google Search,16+ agents,6,Setter C,Closer D
L-12864,2025-05-28 00:00:00,TikTok,16+ agents,3,Setter A,Closer C
L-12865,2025-06-03 00:00:00,Google Search,2-5 agents,8,Setter A,Closer D
L-12866,2025-06-06 00:00:00,TikTok,16+ agents,3,Setter B,Closer A
L-12867,2025-05-31 00:00:00,TikTok,6-15 agents,5,Setter A,Closer B
L-12868,2025-05-20 00:00:00,Cold Outreach,Solo,8,Setter A,Closer C
L-12869,2025-04-10 00:00:00,TikTok,2-5 agents,1,Setter C,Closer D
L-12870,2025-06-29 00:00:00,Google Search,6-15 agents,7,Setter B,Closer C
L-12871,2025-04-16 00:00:00,Meta,Solo,4,Setter C,Closer C
L-12872,2025-03-30 00:00:00,Google Search,6-15 agents,7,Setter C,Closer B
L-12873,2025-05-17 00:00:00,Google Search,16+ agents,6,Setter A,Closer A
L-12874,2025-04-15 00:00:00,Google Search,Solo,7,Setter B,Closer B
L-12875,2025-06-21 00:00:00,Meta,6-15 agents,7,Setter C,Closer A
L-12876,2025-03-29 00:00:00,LinkedIn,Solo,8,Setter C,Closer D
L-12877,2025-06-09 00:00:00,Google Search,16+ agents,4,Setter C,Closer A
L-12878,2025-04-16 00:00:00,Referral,Solo,9,Setter A,Closer D
L-12879,2025-05-28 00:00:00,Meta,2-5 agents,6,Setter B,Closer C
L-12880,2025-06-08 00:00:00,Meta,6-15 agents,7,Setter B,Closer B
L-12881,2025-05-11 00:00:00,Google Search,2-5 agents,4,Setter A,Closer B
L-12882,2025-04-06 00:00:00,Google Search,2-5 agents,8,Setter B,Closer D
L-12883,2025-05-29 00:00:00,Google Search,6-15 agents,5,Setter A,Closer B
L-12884,2025-04-22 00:00:00,TikTok,6-15 agents,1,Setter C,Closer C
L-12885,2025-04-15 00:00:00,Meta,2-5 agents,3,Setter B,Closer B
L-12886,2025-06-02 00:00:00,Meta,16+ agents,6,Setter A,Closer C
L-12887,2025-06-16 00:00:00,LinkedIn,Solo,9,Setter C,Closer D
L-12888,2025-06-08 00:00:00,LinkedIn,Solo,8,Setter B,Closer C
L-12889,2025-04-24 00:00:00,Meta,Solo,8,Setter C,Closer D
L-12890,2025-06-13 00:00:00,Meta,2-5 agents,3,Setter C,Closer D
L-12891,2025-06-24 00:00:00,TikTok,16+ agents,2,Setter A,Closer A
L-12892,2025-06-10 00:00:00,Referral,Solo,8,Setter B,Closer B
L-12893,2025-04-24 00:00:00,Meta,2-5 agents,8,Setter B,Closer D
L-12894,2025-03-28 00:00:00,Cold Outreach,Solo,7,Setter A,Closer A
L-12895,2025-04-29 00:00:00,Meta,2-5 agents,4,Setter B,Closer B
L-12896,2025-05-07 00:00:00,TikTok,6-15 agents,5,Setter B,Closer A
L-12897,2025-06-17 00:00:00,Meta,16+ agents,6,Setter C,Closer D
L-12898,2025-06-03 00:00:00,Meta,2-5 agents,4,Setter C,Closer D
L-12899,2025-04-20 00:00:00,LinkedIn,Solo,7,Setter B,Closer D
L-12900,2025-04-21 00:00:00,Google Search,2-5 agents,6,Setter B,Closer D
L-12901,2025-05-31 00:00:00,Google Search,2-5 agents,3,Setter B,Closer C
L-12902,2025-06-20 00:00:00,LinkedIn,16+ agents,7,Setter A,Closer C
L-12903,2025-05-08 00:00:00,TikTok,6-15 agents,1,Setter C,Closer B
L-12904,2025-05-11 00:00:00,Google Search,2-5 agents,7,Setter A,Closer D
L-12905,2025-06-07 00:00:00,Meta,16+ agents,3,Setter C,Closer B
L-12906,2025-06-27 00:00:00,TikTok,16+ agents,5,Setter A,Closer D
L-12907,2025-03-25 00:00:00,Google Search,2-5 agents,4,Setter A,Closer D
L-12908,2025-03-20 00:00:00,Cold Outreach,2-5 agents,6,Setter B,Closer D
L-12909,2025-03-04 00:00:00,Google Search,16+ agents,6,Setter C,Closer A
L-12910,2025-05-14 00:00:00,Cold Outreach,6-15 agents,5,Setter B,Closer B
L-12911,2025-04-25 00:00:00,Google Search,Solo,6,Setter C,Closer A
L-12912,2025-05-30 00:00:00,Referral,Solo,10,Setter B,Closer D
L-12913,2025-05-18 00:00:00,Google Search,2-5 agents,5,Setter A,Closer C
L-12914,2025-06-08 00:00:00,Google Search,2-5 agents,4,Setter B,Closer C
L-12915,2025-03-10 00:00:00,Google Search,2-5 agents,4,Setter C,Closer B
L-12916,2025-02-15 00:00:00,Meta,Solo,8,Setter C,Closer B
L-12917,2025-05-25 00:00:00,Meta,Solo,5,Setter B,Closer D
L-12918,2025-04-09 00:00:00,TikTok,16+ agents,1,Setter B,Closer D
L-12919,2025-05-20 00:00:00,Meta,2-5 agents,6,Setter C,Closer A
L-12920,2025-06-02 00:00:00,Referral,16+ agents,10,Setter C,Closer D
L-12921,2025-03-05 00:00:00,Cold Outreach,2-5 agents,6,Setter B,Closer D
L-12922,2025-06-29 00:00:00,Meta,16+ agents,6,Setter B,Closer B
L-12923,2025-06-17 00:00:00,Google Search,6-15 agents,7,Setter C,Closer A
L-12924,2025-06-10 00:00:00,Meta,2-5 agents,3,Setter A,Closer D
L-12925,2025-04-29 00:00:00,Meta,Solo,8,Setter B,Closer D
L-12926,2025-06-14 00:00:00,Google Search,6-15 agents,6,Setter B,Closer C
L-12927,2025-06-07 00:00:00,TikTok,Solo,5,Setter C,Closer B
L-12928,2025-03-08 00:00:00,Meta,2-5 agents,6,Setter B,Closer A
L-12929,2025-05-25 00:00:00,Meta,Solo,4,Setter B,Closer D
L-12930,2025-03-10 00:00:00,Cold Outreach,6-15 agents,3,Setter A,Closer D
L-12931,2025-04-29 00:00:00,Google Search,2-5 agents,5,Setter A,Closer C
L-12932,2025-04-19 00:00:00,Google Search,2-5 agents,3,Setter C,Closer A
L-12933,2025-05-22 00:00:00,Google Search,2-5 agents,5,Setter A,Closer D
